LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,BILL_AMT1,PAY_AMT1,PAY_AMT2
-0.05768464200504911,0.8101607396241002,0.18582825781919723,0.858557283570615,-0.2696427959843829,1.7945638640489239,1.782348171792314,1.5012999202178394,0.5636911838307839,-0.2569895184166682
-0.13475860657630187,0.8101607396241002,-1.0794572016850958,0.858557283570615,-0.16115645682349666,0.9047121934737644,-0.7235699301761651,-0.695641827815454,-0.3387417161389236,-0.2569895184166682
-1.2137941105738403,-1.234322957273864,0.18582825781919723,-1.0572950302584874,1.5746249697506827,0.9047121934737644,1.782348171792314,-0.5575138906743927,-0.3418208676675551,-0.2013917337765798
0.4047591454224674,0.8101607396241002,-1.0794572016850958,0.858557283570615,-0.7035881526279277,0.01486052289860516,0.11173610381332785,2.1138920929205227,0.2074756148322374,0.13362723549495978
1.098424826563742,0.8101607396241002,-1.0794572016850958,0.858557283570615,-0.3781291351452691,0.9047121934737644,-1.5588759641656582,-0.695641827815454,-0.34194161870789364,-0.2428405115527581
0.5589070745649728,0.8101607396241002,-1.0794572016850958,0.858557283570615,0.05581622149827576,-0.8749911476765541,-0.7235699301761651,-0.6227549299060965,0.07821162614988349,-0.2563384904934821
-0.05768464200504911,0.8101607396241002,1.4511137173234903,0.858557283570615,-0.2696427959843829,-0.8749911476765541,1.782348171792314,-0.4485434288102814,-0.34194161870789364,1.630991458822867
-0.9054982522888293,0.8101607396241002,0.18582825781919723,-1.0572950302584874,-0.16115645682349666,2.684415534624083,2.617654205781807,-0.04507839247916454,-0.22119057836940328,-0.17014239346364957
1.4837946494200058,-1.234322957273864,-1.0794572016850958,-1.0572950302584874,-0.3781291351452691,0.01486052289860516,0.11173610381332785,0.9412645380702545,0.020311502307577372,0.0034216508577504657
1.1754987911349948,-1.234322957273864,0.18582825781919723,0.858557283570615,-0.7035881526279277,0.01486052289860516,0.11173610381332785,3.7138728997573134,0.36143319126381257,0.2855337509050373
-1.0596461814313347,0.8101607396241002,0.18582825781919723,-1.0572950302584874,1.4661386305897965,0.9047121934737644,1.782348171792314,-0.5538607184110022,-0.34194161870789364,0.4418238543312343
0.25061121627996186,0.8101607396241002,-1.0794572016850958,0.858557283570615,0.706734256463593,-0.8749911476765541,-0.7235699301761651,-0.6866786542324139,-0.26224593208449,-0.2569895184166682
